ID = 10002
Name = "Snake Tower"
Description = "This guildhall has twenty-one beds."
RentOffset = 2000
Area = 100
GuildHouse = true
Exit = [32436,32359,7]
Center = [32437,32365,7]
Fields = {[32433,32361,3],[32434,32361,3],[32435,32361,3],[32436,32361,3],[32437,32361,3],[32438,32361,3],[32439,32361,3],[32440,32361,3],[32441,32361,3],[32442,32361,3],[32433,32362,3],[32434,32362,3],[32435,32362,3],[32436,32362,3],[32437,32362,3],[32438,32362,3],[32439,32362,3],[32440,32362,3],[32441,32362,3],[32442,32362,3],[32433,32363,3],[32434,32363,3],[32435,32363,3],[32436,32363,3],[32437,32363,3],[32438,32363,3],[32439,32363,3],[32440,32363,3],[32441,32363,3],[32442,32363,3],[32433,32364,3],[32434,32364,3],[32435,32364,3],[32436,32364,3],[32437,32364,3],[32438,32364,3],[32439,32364,3],[32440,32364,3],[32441,32364,3],[32442,32364,3],[32433,32365,3],[32434,32365,3],[32435,32365,3],[32436,32365,3],[32437,32365,3],[32438,32365,3],[32439,32365,3],[32440,32365,3],[32441,32365,3],[32442,32365,3],[32433,32366,3],[32434,32366,3],[32435,32366,3],[32436,32366,3],[32437,32366,3],[32439,32366,3],[32440,32366,3],[32441,32366,3],[32442,32366,3],[32433,32367,3],[32434,32367,3],[32435,32367,3],[32436,32367,3],[32437,32367,3],[32438,32367,3],[32439,32367,3],[32440,32367,3],[32441,32367,3],[32442,32367,3],[32433,32368,3],[32434,32368,3],[32435,32368,3],[32436,32368,3],[32437,32368,3],[32438,32368,3],[32439,32368,3],[32440,32368,3],[32441,32368,3],[32442,32368,3],[32433,32369,3],[32434,32369,3],[32435,32369,3],[32436,32369,3],[32437,32369,3],[32438,32369,3],[32439,32369,3],[32440,32369,3],[32441,32369,3],[32442,32369,3],[32433,32361,4],[32434,32361,4],[32435,32361,4],[32437,32361,4],[32438,32361,4],[32440,32361,4],[32441,32361,4],[32442,32361,4],[32433,32362,4],[32434,32362,4],[32435,32362,4],[32436,32362,4],[32437,32362,4],[32438,32362,4],[32440,32362,4],[32441,32362,4],[32442,32362,4],[32437,32363,4],[32438,32363,4],[32439,32363,4],[32440,32363,4],[32441,32363,4],[32442,32363,4],[32433,32364,4],[32434,32364,4],[32435,32364,4],[32437,32364,4],[32438,32364,4],[32440,32364,4],[32441,32364,4],[32442,32364,4],[32433,32365,4],[32434,32365,4],[32435,32365,4],[32436,32365,4],[32437,32365,4],[32437,32366,4],[32438,32366,4],[32440,32366,4],[32441,32366,4],[32442,32366,4],[32433,32367,4],[32434,32367,4],[32435,32367,4],[32437,32367,4],[32438,32367,4],[32440,32367,4],[32441,32367,4],[32442,32367,4],[32434,32368,4],[32435,32368,4],[32436,32368,4],[32437,32368,4],[32438,32368,4],[32439,32368,4],[32440,32368,4],[32441,32368,4],[32442,32368,4],[32433,32369,4],[32434,32369,4],[32435,32369,4],[32437,32369,4],[32438,32369,4],[32440,32369,4],[32441,32369,4],[32442,32369,4],[32433,32361,5],[32434,32361,5],[32435,32361,5],[32437,32361,5],[32438,32361,5],[32439,32361,5],[32440,32361,5],[32441,32361,5],[32442,32361,5],[32433,32362,5],[32434,32362,5],[32435,32362,5],[32437,32362,5],[32438,32362,5],[32439,32362,5],[32440,32362,5],[32441,32362,5],[32442,32362,5],[32433,32363,5],[32434,32363,5],[32435,32363,5],[32436,32363,5],[32437,32363,5],[32438,32363,5],[32439,32363,5],[32440,32363,5],[32441,32363,5],[32442,32363,5],[32433,32364,5],[32434,32364,5],[32435,32364,5],[32437,32364,5],[32438,32364,5],[32439,32364,5],[32440,32364,5],[32441,32364,5],[32442,32364,5],[32433,32365,5],[32434,32365,5],[32435,32365,5],[32437,32365,5],[32438,32365,5],[32439,32365,5],[32440,32365,5],[32441,32365,5],[32442,32365,5],[32434,32366,5],[32437,32366,5],[32438,32366,5],[32439,32366,5],[32440,32366,5],[32441,32366,5],[32442,32366,5],[32434,32367,5],[32435,32367,5],[32437,32367,5],[32438,32367,5],[32439,32367,5],[32440,32367,5],[32441,32367,5],[32442,32367,5],[32433,32368,5],[32434,32368,5],[32437,32368,5],[32438,32368,5],[32439,32368,5],[32440,32368,5],[32441,32368,5],[32442,32368,5],[32433,32369,5],[32434,32369,5],[32435,32369,5],[32437,32369,5],[32438,32369,5],[32439,32369,5],[32440,32369,5],[32441,32369,5],[32442,32369,5],[32433,32361,6],[32434,32361,6],[32435,32361,6],[32437,32361,6],[32438,32361,6],[32439,32361,6],[32440,32361,6],[32441,32361,6],[32442,32361,6],[32433,32362,6],[32434,32362,6],[32435,32362,6],[32437,32362,6],[32438,32362,6],[32439,32362,6],[32440,32362,6],[32441,32362,6],[32442,32362,6],[32433,32363,6],[32434,32363,6],[32435,32363,6],[32436,32363,6],[32437,32363,6],[32438,32363,6],[32439,32363,6],[32440,32363,6],[32441,32363,6],[32442,32363,6],[32433,32364,6],[32434,32364,6],[32435,32364,6],[32436,32364,6],[32437,32364,6],[32438,32364,6],[32439,32364,6],[32440,32364,6],[32441,32364,6],[32442,32364,6],[32433,32365,6],[32434,32365,6],[32435,32365,6],[32437,32365,6],[32438,32365,6],[32439,32365,6],[32440,32365,6],[32441,32365,6],[32442,32365,6],[32433,32366,6],[32434,32366,6],[32435,32366,6],[32437,32366,6],[32438,32366,6],[32439,32366,6],[32440,32366,6],[32441,32366,6],[32442,32366,6],[32433,32367,6],[32434,32367,6],[32437,32367,6],[32438,32367,6],[32439,32367,6],[32440,32367,6],[32441,32367,6],[32442,32367,6],[32434,32368,6],[32435,32368,6],[32437,32368,6],[32438,32368,6],[32439,32368,6],[32440,32368,6],[32441,32368,6],[32442,32368,6],[32433,32369,6],[32434,32369,6],[32435,32369,6],[32437,32369,6],[32438,32369,6],[32439,32369,6],[32440,32369,6],[32441,32369,6],[32442,32369,6],[32435,32360,7],[32436,32360,7],[32433,32361,7],[32434,32361,7],[32435,32361,7],[32436,32361,7],[32437,32361,7],[32439,32361,7],[32440,32361,7],[32441,32361,7],[32442,32361,7],[32433,32362,7],[32434,32362,7],[32435,32362,7],[32436,32362,7],[32437,32362,7],[32439,32362,7],[32440,32362,7],[32441,32362,7],[32442,32362,7],[32435,32363,7],[32436,32363,7],[32439,32363,7],[32440,32363,7],[32441,32363,7],[32442,32363,7],[32433,32364,7],[32434,32364,7],[32435,32364,7],[32436,32364,7],[32437,32364,7],[32439,32364,7],[32440,32364,7],[32441,32364,7],[32442,32364,7],[32433,32365,7],[32434,32365,7],[32435,32365,7],[32436,32365,7],[32437,32365,7],[32438,32365,7],[32439,32365,7],[32440,32365,7],[32441,32365,7],[32442,32365,7],[32434,32366,7],[32437,32366,7],[32434,32367,7],[32435,32367,7],[32437,32367,7],[32438,32367,7],[32439,32367,7],[32440,32367,7],[32441,32367,7],[32442,32367,7],[32433,32368,7],[32434,32368,7],[32437,32368,7],[32438,32368,7],[32439,32368,7],[32440,32368,7],[32441,32368,7],[32442,32368,7],[32433,32369,7],[32434,32369,7],[32435,32369,7],[32437,32369,7],[32438,32369,7],[32439,32369,7],[32440,32369,7],[32441,32369,7],[32442,32369,7],[32433,32361,8],[32434,32361,8],[32436,32361,8],[32437,32361,8],[32439,32361,8],[32440,32361,8],[32442,32361,8],[32443,32361,8],[32433,32362,8],[32434,32362,8],[32436,32362,8],[32437,32362,8],[32439,32362,8],[32440,32362,8],[32442,32362,8],[32443,32362,8],[32433,32363,8],[32434,32363,8],[32436,32363,8],[32437,32363,8],[32439,32363,8],[32440,32363,8],[32442,32363,8],[32443,32363,8],[32434,32364,8],[32437,32364,8],[32440,32364,8],[32443,32364,8],[32433,32365,8],[32434,32365,8],[32435,32365,8],[32436,32365,8],[32437,32365,8],[32438,32365,8],[32439,32365,8],[32440,32365,8],[32441,32365,8],[32442,32365,8],[32443,32365,8],[32433,32366,8],[32434,32366,8],[32435,32366,8],[32438,32366,8],[32442,32366,8],[32433,32367,8],[32434,32367,8],[32437,32367,8],[32438,32367,8],[32439,32367,8],[32441,32367,8],[32442,32367,8],[32443,32367,8],[32434,32368,8],[32435,32368,8],[32437,32368,8],[32438,32368,8],[32439,32368,8],[32441,32368,8],[32442,32368,8],[32443,32368,8],[32433,32369,8],[32434,32369,8],[32435,32369,8],[32437,32369,8],[32438,32369,8],[32439,32369,8],[32441,32369,8],[32442,32369,8],[32443,32369,8],[32425,32359,9],[32426,32359,9],[32427,32359,9],[32428,32359,9],[32429,32359,9],[32430,32359,9],[32432,32359,9],[32433,32359,9],[32435,32359,9],[32436,32359,9],[32437,32359,9],[32438,32359,9],[32439,32359,9],[32440,32359,9],[32441,32359,9],[32442,32359,9],[32425,32360,9],[32426,32360,9],[32427,32360,9],[32428,32360,9],[32429,32360,9],[32430,32360,9],[32432,32360,9],[32433,32360,9],[32435,32360,9],[32436,32360,9],[32437,32360,9],[32438,32360,9],[32439,32360,9],[32440,32360,9],[32441,32360,9],[32442,32360,9],[32425,32361,9],[32426,32361,9],[32427,32361,9],[32428,32361,9],[32429,32361,9],[32430,32361,9],[32432,32361,9],[32433,32361,9],[32435,32361,9],[32436,32361,9],[32437,32361,9],[32438,32361,9],[32439,32361,9],[32440,32361,9],[32441,32361,9],[32442,32361,9],[32430,32362,9],[32433,32362,9],[32439,32362,9],[32425,32363,9],[32426,32363,9],[32427,32363,9],[32429,32363,9],[32430,32363,9],[32431,32363,9],[32432,32363,9],[32433,32363,9],[32435,32363,9],[32436,32363,9],[32437,32363,9],[32438,32363,9],[32439,32363,9],[32440,32363,9],[32441,32363,9],[32442,32363,9],[32425,32364,9],[32426,32364,9],[32427,32364,9],[32429,32364,9],[32430,32364,9],[32431,32364,9],[32432,32364,9],[32433,32364,9],[32435,32364,9],[32436,32364,9],[32437,32364,9],[32438,32364,9],[32439,32364,9],[32440,32364,9],[32441,32364,9],[32442,32364,9],[32425,32365,9],[32426,32365,9],[32427,32365,9],[32428,32365,9],[32429,32365,9],[32430,32365,9],[32431,32365,9],[32432,32365,9],[32433,32365,9],[32434,32365,9],[32435,32365,9],[32436,32365,9],[32437,32365,9],[32438,32365,9],[32439,32365,9],[32440,32365,9],[32441,32365,9],[32442,32365,9],[32429,32366,9],[32430,32366,9],[32431,32366,9],[32432,32366,9],[32433,32366,9],[32435,32366,9],[32436,32366,9],[32437,32366,9],[32438,32366,9],[32439,32366,9],[32440,32366,9],[32441,32366,9],[32442,32366,9],[32425,32367,9],[32426,32367,9],[32427,32367,9],[32429,32367,9],[32430,32367,9],[32431,32367,9],[32435,32367,9],[32436,32367,9],[32437,32367,9],[32438,32367,9],[32439,32367,9],[32440,32367,9],[32441,32367,9],[32442,32367,9],[32425,32368,9],[32426,32368,9],[32427,32368,9],[32428,32368,9],[32429,32368,9],[32430,32368,9],[32431,32368,9],[32432,32368,9],[32433,32368,9],[32435,32368,9],[32436,32368,9],[32437,32368,9],[32438,32368,9],[32439,32368,9],[32440,32368,9],[32441,32368,9],[32442,32368,9],[32425,32369,9],[32426,32369,9],[32427,32369,9],[32429,32369,9],[32430,32369,9],[32431,32369,9],[32432,32369,9],[32433,32369,9],[32435,32369,9],[32436,32369,9],[32437,32369,9],[32438,32369,9],[32439,32369,9],[32440,32369,9],[32441,32369,9],[32442,32369,9]}

ID = 10003
Name = "Halls of the Adventurers"
Description = "This guildhall has eighteen beds."
RentOffset = 1700
Area = 100
GuildHouse = true
Exit = [32397,32042,7]
Center = [32396,32037,7]
Fields = {[32391,32033,6],[32392,32033,6],[32393,32033,6],[32394,32033,6],[32395,32033,6],[32396,32033,6],[32398,32033,6],[32399,32033,6],[32400,32033,6],[32401,32033,6],[32402,32033,6],[32391,32034,6],[32392,32034,6],[32393,32034,6],[32395,32034,6],[32396,32034,6],[32398,32034,6],[32399,32034,6],[32400,32034,6],[32401,32034,6],[32402,32034,6],[32391,32035,6],[32392,32035,6],[32393,32035,6],[32395,32035,6],[32396,32035,6],[32398,32035,6],[32399,32035,6],[32400,32035,6],[32401,32035,6],[32402,32035,6],[32395,32036,6],[32396,32036,6],[32397,32036,6],[32398,32036,6],[32399,32036,6],[32400,32036,6],[32401,32036,6],[32402,32036,6],[32391,32037,6],[32392,32037,6],[32393,32037,6],[32395,32037,6],[32396,32037,6],[32398,32037,6],[32399,32037,6],[32400,32037,6],[32401,32037,6],[32402,32037,6],[32391,32038,6],[32392,32038,6],[32393,32038,6],[32395,32038,6],[32396,32038,6],[32398,32038,6],[32399,32038,6],[32400,32038,6],[32401,32038,6],[32402,32038,6],[32391,32039,6],[32392,32039,6],[32393,32039,6],[32394,32039,6],[32395,32039,6],[32396,32039,6],[32398,32039,6],[32399,32039,6],[32400,32039,6],[32401,32039,6],[32402,32039,6],[32396,32040,6],[32391,32041,6],[32392,32041,6],[32393,32041,6],[32394,32041,6],[32395,32041,6],[32396,32041,6],[32397,32041,6],[32398,32041,6],[32399,32041,6],[32400,32041,6],[32401,32041,6],[32402,32041,6],[32391,32042,6],[32392,32042,6],[32393,32042,6],[32400,32042,6],[32401,32042,6],[32402,32042,6],[32391,32043,6],[32392,32043,6],[32393,32043,6],[32400,32043,6],[32401,32043,6],[32402,32043,6],[32391,32033,7],[32392,32033,7],[32393,32033,7],[32394,32033,7],[32395,32033,7],[32396,32033,7],[32397,32033,7],[32398,32033,7],[32399,32033,7],[32400,32033,7],[32401,32033,7],[32402,32033,7],[32391,32034,7],[32392,32034,7],[32393,32034,7],[32394,32034,7],[32395,32034,7],[32396,32034,7],[32397,32034,7],[32398,32034,7],[32399,32034,7],[32400,32034,7],[32401,32034,7],[32402,32034,7],[32391,32035,7],[32392,32035,7],[32393,32035,7],[32394,32035,7],[32395,32035,7],[32396,32035,7],[32397,32035,7],[32398,32035,7],[32399,32035,7],[32400,32035,7],[32401,32035,7],[32402,32035,7],[32391,32036,7],[32392,32036,7],[32393,32036,7],[32394,32036,7],[32395,32036,7],[32396,32036,7],[32397,32036,7],[32398,32036,7],[32399,32036,7],[32400,32036,7],[32401,32036,7],[32402,32036,7],[32391,32037,7],[32392,32037,7],[32393,32037,7],[32394,32037,7],[32395,32037,7],[32396,32037,7],[32397,32037,7],[32398,32037,7],[32399,32037,7],[32400,32037,7],[32401,32037,7],[32402,32037,7],[32391,32038,7],[32392,32038,7],[32393,32038,7],[32394,32038,7],[32395,32038,7],[32396,32038,7],[32397,32038,7],[32398,32038,7],[32399,32038,7],[32400,32038,7],[32401,32038,7],[32402,32038,7],[32391,32039,7],[32392,32039,7],[32393,32039,7],[32394,32039,7],[32395,32039,7],[32396,32039,7],[32397,32039,7],[32398,32039,7],[32399,32039,7],[32400,32039,7],[32401,32039,7],[32402,32039,7],[32391,32040,7],[32392,32040,7],[32393,32040,7],[32394,32040,7],[32395,32040,7],[32396,32040,7],[32397,32040,7],[32398,32040,7],[32399,32040,7],[32400,32040,7],[32401,32040,7],[32402,32040,7],[32393,32041,7],[32396,32041,7],[32397,32041,7],[32400,32041,7],[32391,32042,7],[32392,32042,7],[32393,32042,7],[32400,32042,7],[32401,32042,7],[32402,32042,7],[32391,32043,7],[32392,32043,7],[32393,32043,7],[32400,32043,7],[32401,32043,7],[32402,32043,7],[32391,32034,8],[32392,32034,8],[32393,32034,8],[32394,32034,8],[32395,32034,8],[32396,32034,8],[32398,32034,8],[32399,32034,8],[32400,32034,8],[32401,32034,8],[32402,32034,8],[32391,32035,8],[32392,32035,8],[32393,32035,8],[32394,32035,8],[32395,32035,8],[32396,32035,8],[32397,32035,8],[32398,32035,8],[32399,32035,8],[32400,32035,8],[32401,32035,8],[32402,32035,8],[32391,32036,8],[32392,32036,8],[32393,32036,8],[32394,32036,8],[32395,32036,8],[32396,32036,8],[32398,32036,8],[32399,32036,8],[32400,32036,8],[32401,32036,8],[32402,32036,8],[32391,32037,8],[32392,32037,8],[32393,32037,8],[32394,32037,8],[32395,32037,8],[32396,32037,8],[32391,32038,8],[32392,32038,8],[32393,32038,8],[32394,32038,8],[32395,32038,8],[32396,32038,8],[32398,32038,8],[32399,32038,8],[32400,32038,8],[32401,32038,8],[32402,32038,8],[32391,32039,8],[32392,32039,8],[32393,32039,8],[32394,32039,8],[32395,32039,8],[32396,32039,8],[32397,32039,8],[32398,32039,8],[32399,32039,8],[32400,32039,8],[32401,32039,8],[32402,32039,8],[32391,32040,8],[32392,32040,8],[32393,32040,8],[32394,32040,8],[32395,32040,8],[32396,32040,8],[32398,32040,8],[32399,32040,8],[32400,32040,8],[32401,32040,8],[32402,32040,8],[32393,32041,8],[32401,32041,8],[32391,32042,8],[32392,32042,8],[32393,32042,8],[32394,32042,8],[32395,32042,8],[32396,32042,8],[32397,32042,8],[32398,32042,8],[32400,32042,8],[32401,32042,8],[32402,32042,8],[32391,32043,8],[32392,32043,8],[32393,32043,8],[32394,32043,8],[32396,32043,8],[32397,32043,8],[32398,32043,8],[32400,32043,8],[32401,32043,8],[32402,32043,8]}

ID = 10004
Name = "Dark Mansion"
Description = "This guildhall has seventeen beds."
RentOffset = 1600
Area = 100
GuildHouse = true
Exit = [32397,32155,7]
Center = [32397,32150,7]
